link,title,short_desc,main_desc,cover_img,instructor,inst_desig,inst_img,inst_bio,contents,cover_video,display_price,currency,total_duration,total_video_content_unit,course_start_date,course_duration,course_duration_unit,ratings,reviewer_names,reviewer_photos,reviews,avg_sal_hike,high_sal,faq_questions,faq_answers
https://www.datatrained.com/the-art-of-managing-time,The Art of Managing Time,"Learn how to make the most of your time and be productive by focussing better on important tasks, leading to better efficiency. Manage the work-life balance and transform your life and society around you. ",<p>Time Management is the key to success. You could be the most determined and perfect fit for a task but ineffective at managing your time to perform that task. Here the importance of Time management skills comes into play. This course will embed the time management skills within you that would help you to increase your efficiency at work. This will not just help you priortizing your work in professional life to achieve your goals faster but will also give a better structure to your personal life.</p>,https://www.datatrained.com/https://www.datatrained.com/images/free-course/art.png,Aakrity Yadav| Daksh sethi| Irfan Khan| Sidharth Saha | Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar,,https://www.datatrained.com/images/free-course/aakrity.png| https://www.datatrained.com/images/free-course/Daksh.png| https://www.datatrained.com/images/free-course/IRFAN.png| https://www.datatrained.com/images/free-course/sidhart.png,"Graduate in Commerce & Marketing Strategy from Delhi University and MBA from Symbiosis Business School with 3+ years of experience in Franchise & distribution model in e-commerce companies like IndiaMart. With additional experience of B2B & MSME clients. Having expertise in skills like Time Management, Public dealing and Sales training.| Mr. Daksh is a TEDx & Josh Talks Speaker who has impacted over 12,000 people across the country in various capacities. He is India's Leading Soft Skills Trainer and has worked with top institutions PAN India, leading to an everlasting impact.
               |  Irfan discovered his inclination towards training and development in an early age, and has associated himself with similar people and organizations. In this voyage, he has worked with Non-Profits and Corporates, with 5000+ school & college students, guiding them with their self-esteem, help them to bounce back from their failures while doing the same for himself. 
               | ""Siddharth has over 17 years of experience in Service Delivery, Process Training Improvement, training need analysis, Management & Resolution Expertise in identifying process needs, process excellence, training needs, designing training modules and executing the same. Dexterous in conducting various training sessions for enhancing the performance and quality of service.""",,,,,2,Hours,,,,4.5| 4.5,Kundan Singh| Himanshi Yadav,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user-2.png," Being a procrastinator, it was difficult to manage my tasks on time. This course helped me to prioritize my work.|  Even though my project gets completed on time, this course helped me to understand the importance/priority and how to manage it accordingly with the help of TM Matrix. Thank you.",,,,
https://www.datatrained.com/linkedin-optimization-creating-opportunities,Linkedin Optimization - Creating Opportunities,Create Opportunities for yourself through your Linkedin profile. Learn about the optimization of Linkedin profile and witness the transition of your career  ,"<p>Linkedin is a hub of opportunities. It is you who can decide as how you want to make the best out of it. In this course, you will be learning the in-depth uses of your Linkedin profile and by using some small and quick yet dynamic tips and tricks, you can find new jobs, build your personal brand or generate more leads for your business. Let the opportunity find you, rather than you running behind them. Get access to 400 million people around the globe, gain followers and connect with them using mastermind tried and tested growth strategies.                                 </p>",https://www.datatrained.com/https://www.datatrained.com/images/free-course/linked.png,Shreya Bhatnagar| Daksh sethi| Irfan Khan| Sidharth Saha | Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar,,https://www.datatrained.com/images/free-course/shreya.png| https://www.datatrained.com/images/free-course/Daksh.png| https://www.datatrained.com/images/free-course/IRFAN.png| https://www.datatrained.com/images/free-course/sidhart.png,"An Enthusiastic and Motivated Anchor, Content Curator, and a Student at Ramanujan College, Delhi University, Shreya found her way into work space from quite a young age. Looking forward to an even thrilling ride ahead, she has been put a lot of efforts towards understanding and optimizing the digital space for the collective good for her and people around her. | Mr. Daksh is a TEDx & Josh Talks Speaker who has impacted over 12,000 people across the country in various capacities. He is India's Leading Soft Skills Trainer and has worked with top institutions PAN India, leading to an everlasting impact.| Irfan discovered his inclination towards training and development in an early age, and has associated himself with similar people and organizations. In this voyage, he has worked with Non-Profits and Corporates, with 5000+ school & college students, guiding them with their self-esteem, help them to bounce back from their failures while doing the same for himself.| ""Siddharth has over 17 years of experience in Service Delivery, Process Training Improvement, training need analysis, Management & Resolution Expertise in identifying process needs, process excellence, training needs, designing training modules and executing the same. Dexterous in conducting various training sessions for enhancing the performance and quality of service.""",,,,,2,Hours,,,,4.5| 4.5,Dheeraj Pandey| Anuj Yadav,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,"LinkedIn optimization is really important for us. And by opting this course from the Data trained help me to add some value in my profile.| I was so unaware of how this LinkedIn works. With this course, I could gauge new learnings and it helped me to present myself better and reach more networks.",,,,
https://www.datatrained.com/public-speaking-for-workplace-success,Public Speaking for Workplace Success,"Learn ""Public Speaking Skills for Workplace Success"". Boost confidence and establish your worth both in your Personal and Professional life.","<p>Public speaking is a Soft Skill that requires excellent
                                    communication skills, enthusiasm, and the ability to engage withan audience. These skills refer to the talent of effectively addressing an audience. Whether it is in front of a group of people you already know or a crowd of complete strangers, your ability to communicate to them with clarity and confidence is  known as your public speaking skills.</p>",https://www.datatrained.com/https://www.datatrained.com/images/free-course/public-speaking-for-workplace-success.png,Adhya Nagar| Daksh sethi| Irfan Khan| Sidharth Saha | Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar,,https://www.datatrained.com/images/free-course/Adhya.png| https://www.datatrained.com/images/free-course/Daksh.png| https://www.datatrained.com/images/free-course/IRFAN.png| https://www.datatrained.com/images/free-course/sidhart.png,"A graduate in hotel management from IHM Jaipur with 4+ years of working experience in companies like The Oberoi group of hotels, Hyatt regency and Cars 24 Pvt ltd. Having expertise in soft skills like communications , public speaking and interpersonal skills. | Mr. Daksh is a TEDx & Josh Talks Speaker who has impacted over 12,000 people across the country in various capacities. He is India's Leading Soft Skills Trainer and has worked with top institutions PAN India, leading to an everlasting impact.| Irfan discovered his inclination towards training and development in an early age, and has associated himself with similar people and organizations. In this voyage, he has worked with Non-Profits and Corporates, with 5000+ school & college students, guiding them with their self-esteem, help them to bounce back from their failures while doing the same for himself.| ""Siddharth has over 17 years of experience in Service Delivery, Process Training Improvement, training need analysis, Management & Resolution Expertise in identifying process needs, process excellence, training needs, designing training modules and executing the same. Dexterous in conducting various training sessions for enhancing the performance and quality of service.""",,,,,2,Hours,,,,4.5| 4.5,Naman Tiwari| Abhinav Tiwari,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png," I will just say that this course is quite relatable. I could reflect a lot while I was going through this course.
                                       | Been an effective communicator but always wanted to stand out of the crowd to be an effective speaker, this course has allowed me to explore and develop my weak areas and handle public speaking with ease. Thank you DT.",,,,
https://www.datatrained.com/cracking-interviews,Cracking Interviews,Are interviews really hard for you to crack? Learn how to crack even the complex of interviews from the experts and kickstart your career.,"<p>Acing interviews has always been the primary and the most crucial stage to begin or upgrade your career. In this course, get top strategies to crack the most complex of interviews be at Google, Facebook, Uber, or any of your dream organizations and move ahead in your career. Walk through the course with real-time examples and understand the true mechanics behind the cracking an interviewer. </p>",https://www.datatrained.com/https://www.datatrained.com/images/free-course/cracking-interview.png,Adhya Nagar| Daksh sethi| Irfan Khan| Sidharth Saha | Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar,,https://www.datatrained.com/images/free-course/Adhya.png| https://www.datatrained.com/images/free-course/Daksh.png| https://www.datatrained.com/images/free-course/IRFAN.png| https://www.datatrained.com/images/free-course/sidhart.png,"A graduate in hotel management from IHM Jaipur with 4+ years of working experience in companies like The Oberoi group of hotels, Hyatt regency and Cars 24 Pvt ltd. Having expertise in soft skills like communications, public speaking and interpersonal skills. | Mr. Daksh is a TEDx & Josh Talks Speaker who has impacted over 12,000 people across the country in various capacities. He is India's Leading Soft Skills Trainer and has worked with top institutions PAN India, leading to an everlasting impact.|  Irfan discovered his inclination towards training and development in an early age, and has associated himself with similar people and organizations. In this voyage, he has worked with Non-Profits and Corporates, with 5000+ school & college students, guiding them with their self-esteem, help them to bounce back from their failures while doing the same for himself.| ""Siddharth has over 17 years of experience in Service Delivery, Process Training Improvement, training need analysis, Management & Resolution Expertise in identifying process needs, process excellence, training needs, designing training modules and executing the same. Dexterous in conducting various training sessions for enhancing the performance and quality of service.""",,,,,2,Hours,,,,4.5| 4.5,Akash Pandey| Daksh Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png," I've been facing issues and wondering why I got selected at the 1st round but showed a red flag in the next rounds. This course helped me to analyze areas where I can turn missing targets to a bullseye with interesting and practical tactics. | ""Cracking Interview"" provided me with all the important details that I need to address while presenting myself to the interviewer. ",,,,
https://www.datatrained.com/writing-professional-emails,Writing Professional Emails,Upskill yourself and your career through the most effective course of writing professional emails. Succeed at your workplace through impressive mails and leave an immarkable impact on others.,"<p>Ace your email writing skills and leave better impressions on others. This course will help you to convey your messages in the appropriate manner with proper structures and right formats. Learn how to emphasize on key points and synthesize your ideas and information clearly. Make your writing professional which will give a better understanding of you as an individual and a contributor.
                                 </p>",https://www.datatrained.com/https://www.datatrained.com/images/free-course/writing.jpg,Adhya Nagar| Daksh sethi| Irfan Khan| Sidharth Saha | Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar| Sanket Shikhar,,https://www.datatrained.com/images/free-course/Adhya.png| https://www.datatrained.com/images/free-course/Daksh.png| https://www.datatrained.com/images/free-course/IRFAN.png| https://www.datatrained.com/images/free-course/sidhart.png,"A graduate in hotel management from IHM Jaipur with 4+ years of working experience in companies like The Oberoi group of hotels, Hyatt regency and Cars 24 Pvt ltd. Having expertise in soft skills like communications , public speaking and interpersonal skills. | Mr. Daksh is a TEDx & Josh Talks Speaker who has impacted over 12,000 people across the country in various capacities. He is India's Leading Soft Skills Trainer and has worked with top institutions PAN India, leading to an everlasting impact.| Irfan discovered his inclination towards training and development in an early age, and has associated himself with similar people and organizations. In this voyage, he has worked with Non-Profits and Corporates, with 5000+ school & college students, guiding them with their self-esteem, help them to bounce back from their failures while doing the same for himself.| ""Siddharth has over 17 years of experience in Service Delivery, Process Training Improvement, training need analysis, Management & Resolution Expertise in identifying process needs, process excellence, training needs, designing training modules and executing the same. Dexterous in conducting various training sessions for enhancing the performance and quality of service.""",,,,,2,Hours,,,,4.5| 4.5,Prakash Yadav| Ravi Kumar,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png, I was totally unaware of how to write an email when it comes to the corporate world. This course has helped me to learn and practice better ways to draft a professional email.| This course allowed me to develop my skills and areas of expertise in presenting them. Even my boss is impressed with my drafts..!!,,,,
https://www.datatrained.com/complete-time-series-analysis-using-python,Complete Time Series Analysis using Python,"Ever wondered how Analysts predict future stock prices?  Learn ""Time Series Analysis"" by industry experts and become an analyst.","<p>From stock prices to climate data, time series data are found in a wide variety of domains, and being able to effectively work with such data is an increasingly important skill for data scientists. This course will introduce you to time series analysis in Python. After learning about what a time series is, you'll learn about several time series models ranging from autoregressive and moving average models to cointegration models. Along the way, you'll learn how to estimate, forecast, and simulate these models using statistical libraries in Python. </p>",https://www.datatrained.com/images/courses/thumbnails/107.png,Vikas Bevoor| Dr. Deepika Sharma| Shankargouda Tegginmani,"Data Analyst at Techno Blitz Services Private Ltd, Bangalore| Data Analyst at Techno Blitz Services Private Ltd, Bangalore| Training Head, DataTrained| Training Head, DataTrained| Data Scientist, Accenture| Data Scientist, Accenture",https://www.datatrained.com/images/free-course/vikas-bevoor.jpg| https://www.datatrained.com/images/courses/datascience/Deepika.jpg| https://www.datatrained.com/images/courses/datascience/shankargouda.JPG,"Data Analyst with 2 years of experience and certified Data Scientist with strong analytical skills having experience in machine learning, deep learning and natural language processing. Hands on experience in data analysis, data processing, data visualization and data mining algorithms. Proficient in Python and R. Hands on experience with Power BI, Tableau and MySQL. Kaggle enthusiast and contributor.| Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.| Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products.",,,5999,INR,10,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,The course has vast potential for practical usage. The instructor has total command over the subject and her delivery is impressive.| A comprehensive course which contains valuable information. The concept has immense potential for practical usage. The instructor is well-versed with the subject and her lectures are engrossing.,,,What is Time Series Analysis in Python?| How do you learn time series analysis in Python?| How to conduct time series Analysis?| What are the needs of time series analysis?| What are the limitations of time series analysis?| Which course is best for Time series analysis?| What is the main challenge in time series analysis?| What is the future of Time series analysis?| Is Time series analysis hard?| What are the skills required in Time series analysis?,"Across industries, time series data, which is any information collected over a regular interval of time, is used by organisations. Just a few examples are daily stock prices, energy consumption rates, social media engagement metrics, and retail demand. Time series data analysis exposes trends, seasonal patterns, and future event forecasts, all of which can assist you in making money. Companies can, for example, use seasonal fluctuations in demand for retail products to plan promotions to maximise sales throughout the year. |When analyzing time series data, you should undertake a number of steps. First, you need to check for stationarity and autocorrelation. Stationarity is a way to measure if the data has structural patterns like seasonal trends. Autocorrelation occurs when future values in a time series linearly depend on past values. You can just enroll yourself in the complete data analysis program offered by DataTrained which will teach you major concepts and help you develop a strong base in this domain.|Almost every data scientist will have to perform time series data analysis at some point in their career. Data scientists can find trends, foresee events, and so guide decision-making by having a good understanding of the tools and methodologies for analysis. Understanding seasonality trends using stationarity, autocorrelation, and trend decomposition can help organisations schedule promotions throughout the year, increasing revenues. Finally, time series forecasting is a powerful tool for predicting future events in time series data, which can have a big impact on decision-making. These types of studies are crucial for any data scientist or data science team looking to use time series data to provide value to their firm. This post's code is accessible on |Organizations employ time series data, which is any information collected over a regular interval of time, in their operations across industries. Daily stock prices, energy consumption rates, social media engagement measures, and retail demand are just a few of the examples. Analyzing time series data reveals trends, seasonal patterns, and forecasts for future events, all of which can help you make money. Companies can, for example, arrange promotions to maximise sales throughout the year by knowing seasonal changes in demand for retail products. | also suffers from |The Complete |The central point that differentiates |Due to the vast creation of time series data, time series |Yet, |Your main focus will be on developing predictive models for critical planning entities; analyzing large amounts of data to identify and evaluate opportunities to improve customer experience, network speed, cost and efficiency; and presenting the results to non-technical audiences with the aid of visualization tools. You will identify effective metrics to quantify the improvements resulting from the application of your developed tools and you will evaluate the trade-offs between potentially competing objectives."
https://www.datatrained.com/certificate-program-in-microsoft-power-bi,Certificate Program in Microsoft Power BI,How you can make your career in Data Analytics field without programming background? Power BI is the answer.,"<p>In this course, you will learn the basics of using Power BI Desktop software. We will do this by analysing data with Power BI Desktop. Power BI Desktop is a free Business Intelligence application from Microsoft that lets you load, transform, and visualize data. You can create interactive reports and dashboards quite easily, and quickly. We will learn some of the basics of Power BI by importing, transforming, and visualizing the data. This course is aimed at learners who are looking to get started with the Power BI Desktop software. There are no hard prerequisites and any competent computer user should be able to complete the project successfully.</p>",https://www.datatrained.com/images/courses/thumbnails/30.png,Ankur Maheshwari| Dr. Deepika Sharma| Shankargouda Tegginmani,"M.tech (computer science)| M.tech (computer science)| Training Head, DataTrained| Training Head, DataTrained| Data Scientist, Accenture| Data Scientist, Accenture",https://www.datatrained.com/images/free-course/ankur-maheshwari.png| https://www.datatrained.com/images/courses/datascience/Deepika.jpg| https://www.datatrained.com/images/courses/datascience/shankargouda.JPG,"Ankur has 7+ years of experience in Business Intelligence (Power BI desktop, Power BI desktop Pro, Power BI Service, Power BI report server), and other related IT development technologies like MS BI Stack.| Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.| Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products. ",,,14999,INR,10,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,"I thoroughly enjoyed this course. The instructor stroke the right balance between taking the time to explain every concept meticulously, and not rumbling on too much. Clear explanations that make the journey really enjoyable.| I thoroughly enjoyed this course. The instructor stroke the right balance between taking the time to explain every concept meticulously, and not rumbling on too much. Clear explanations that make the journey really enjoyable.",,,What is Power BI certification?| Which certification is best for Power BI?| What are the skills required to become a Power BI developer?| Can I get a job with Power BI certification?| How difficult is Power BI certification?| Does Microsoft offer Power BI certification?| How do I become a Certified Power BI developer?| What is the salary of a Power BI Developer?| Is Power BI in demand?| What is the future of Power BI?," is a business intelligence and data analytics platform that is widely used around the world. |The |Some of the Important Skills required to become |If you get into using Tabular models, having in-depth knowledge and hands-on experience with Power BI will help you tremendously with creating larger-scale projects.| has a great scope, It has various benefits for every organization. You can get a job as a |Yes, Currently there is DataTrained’s |Professionals with experience as |salaries in India range from ₹ 4.0 lakh to ₹ 8.5 lakh for those with less than one year of experience to 22 lakhs for those with more than 22 years of experience, with an average annual income of 5.5 lakhs based on 4k salaries.(|Because |BI (Business Intelligence) and Decision Making will continue to be in high demand in the near future. In the next ten years, no other BI tool will be able to challenge Power BI's dominance. "
https://www.datatrained.com/certificate-program-in-tableau,Certificate Program in Tableau,Visualize Business Data with Tableau. Create powerful business intelligence reports,"<p>Learn the fundamentals of data visualization and practice communicating with data. This course covers how to apply design principles, human perception, color theory, and effective storytelling with data. If you present data to others, aspire to be a business analyst or data scientist, or if you’d like to become more effective with visualization tools, then you can grow your skills with this course.</p>",https://www.datatrained.com/images/courses/thumbnails/22.png,Sudaroli Vijayakumar| Dr. Deepika Sharma| Shankargouda Tegginmani,"Freelance Trainer| Freelance Trainer| Training Head, DataTrained| Training Head, DataTrained|  Data Scientist, Accenture|  Data Scientist, Accenture",https://www.datatrained.com/images/free-course/sudaroli-vijayakumar.jpg| https://www.datatrained.com/images/courses/datascience/Deepika.jpg| https://www.datatrained.com/images/courses/datascience/shankargouda.JPG,"I am not sure if ""I desired to be a teacher I destined to be a teacher I grew as a teacher But now I always want to teach something"" Passionate teacher who don't mind teaching anything to any grade.| Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.| Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products.",,,14999,INR,15,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,This course is amazing for getting into the world of Tableau. Now I am able to visualize the data and creating interactive dashboard independently. | I have worked on Tableau on early days of my carrier but not in touch for long time. This was a quality course to refine my skills.,,,How do I learn tableau?| Which Tableau certification is best for beginners?| How much is the tableau certification fees?| What is the tableau certification syllabus and duration?| Can I get a job after completing the tableau course?| What is Tableau used for?| Which is better: Tableau or Python?| Do data scientists use Tableau?| Is Tableau a data analytics tool?| Is Tableau certification hard?,"Before learning tableau you must first know what tableau does. Tableau is a data visualization tool, it helps to see and understand data. It brags itself to be the world’s best analytics platform which is focused on business intelligence. It was founded in 2003 in Mountain View, California but currently its headquarter is in Seattle, Washington.|There are hundreds of courses available in the market whether online or offline for Tableau. However most of them are totally worthless as companies look for only those skilled professionals who are certified from a |We are sure you must have done some research on the fees for certificate programs in Tableau. There are various institutes providing tableau courses. But DataTrained provides you a tableau certification course at an unbeatable price of ₹ 14999. |The |According to a report by |Tableau is a powerful tool that is used for |Python is a programming language while tableau is a data visualization tool. Using python means that you would have to write codes. Although python is relatively easy to learn as compared to other programming languages, you still need to code.|Massive amounts of data is being collected by organizations to gain insights of trends and in making informed decisions. Collection of data is one part but what to do with humongous data? That’s where Tableau comes in, it is used by data scientists to tune down large chunks of data and represent meaningful information with tableau visualizations. |Yes, Tableau is a powerful data analytics and data visualization tool. It is an industry leader and an eminent choice for organization for data representation purposes. Let’s look at its various features which makes it a top choice:-|Learning tableau is both challenging and rewarding. It can get a bit complicated at times but DataTrained’s Tableau certification course has best in class faculty available in India. Our tutors and "
https://www.datatrained.com/natural-language-processing-machine-learning-nlp-in-python,Natural Language Processing: Machine Learning NLP In Python,Do you know how google is protecting you from scammers? Learn NLP with ML and build your own module to find spam messages.,"<p>With the increased amount of data publicly available and the increased focus on unstructured text data, understanding how to clean, process, and analyze that text data is tremendously valuable. If you have some experience with Python and an interest in natural language processing (NLP), this course can provide you with the knowledge you need to tackle complex problems using machine learning.</p>",https://www.datatrained.com/images/courses/thumbnails/86.png,Shankargouda Tegginmani|  Dr. Deepika Sharma| Mahdi Noorian| Mahdi Noorian| Mahdi Noorian| Mahdi Noorian,"Data Scientist, IBM| Data Scientist, IBM| Data Scientist, IBM",https://www.datatrained.com/images/courses/datascience/shankargouda.JPG| https://www.datatrained.com/images/courses/datascience/Deepika.jpg| https://www.datatrained.com/images/courses/datascience/mah.png,"Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products. 
               | Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.
               |  Mahdi Noorian is a Postdoctoral Fellow at the Laboratory for Systems, Software and Semantics (LS3) of the Ryerson University. He holds a Ph.D degree in Computer Science from University of New Brunswick.
               ",,,25000,INR,100,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,"The course is good. It gives a detailed description of sqoop and flume. Every concept is very easy and simple to understand.| Instructor has a good command over the subject. Very nicely explained Excellent content, Every Hadoop developer much visit this course even if you are a experience one.",,,,
https://www.datatrained.com/deep-learning-and-neural-networks-with-computer-vision,Deep Learning and Neural Networks with Computer Vision,"Surprised to see how Facebook, Instagram automatically detects the face or an object? Become a deep learning expert and build your own neural network and start detecting images, voices etc.","<p>The Deep Learning A-Z: Artificial Neural Networks is a foundational program that will help you understand the capabilities, challenges, and consequences of deep learning and prepare you to participate in the development of leading-edge AI technology</p>",https://www.datatrained.com/images/courses/thumbnails/45.png,Shreya Gupta| Dr. Deepika Sharma| Shankargouda Tegginmani,"AI Researcher Latitude+Lumiere| AI Researcher Latitude+Lumiere| Training Head, DataTrained| Training Head, DataTrained| Data Scientist, Accenture| Data Scientist, Accenture",https://www.datatrained.com/images/free-course/shreyz.jpg| https://www.datatrained.com/images/courses/datascience/Deepika.jpg| https://www.datatrained.com/images/courses/datascience/shankargouda.JPG,"I started as my work as a Data Science Intern at iNeuron where I learned Computer Vision for Medical Imaging and made project in the same. Now I am working as Research assistant at Engineers4Exploration (UCSD), where I developed models that helped solve pressing environmental issues.| Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.| Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products.",,,19999,INR,15,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,"I really enjoyed this course, it is easy to follow and have many resources to read about this argument without fall in over-complicated mathematics. Good Work| This course is amazing in terms of it's friendliness to beginners. The instructor explains the intuitions and codings for the ANN, CNN and RNN very well for a beginner with basic knowledge of Python to understand.",,,,
https://www.datatrained.com/sas-programming-beginner-to-advanced,SAS Programming Beginner to Advanced,"Want to be an expert in SaS programming? Learn everything from scratch to the advanced levels of SAS programming, learn Anything, Anywhere, Anytime","<p>The most comprehensive, yet straightforward, course for the SAS software.</p>",https://www.datatrained.com/images/courses/thumbnails/73.png,Bohnisikha| Shankargouda Tegginmani| Dr. Deepika Sharma,"Statistical/ Clinical SAS programmer| Statistical/ Clinical SAS programmer|  Data Scientist, Accenture|  Data Scientist, Accenture| Training Head, DataTrained| Training Head, DataTrained",https://www.datatrained.com/images/free-course/bohnisikha.png| https://www.datatrained.com/images/courses/datascience/shankargouda.jpg| https://www.datatrained.com/images/courses/datascience/Deepika.jpg,"Bohnisikha is our SAS trainer in Data Trained Education. She is a clinical data professional with 4+ years of experience in the clinical research/ biotech and pharmaceutical industries. She is a globally certified SAS 9.4 specialist (SAS Institute), currently working as a Statistical/ Clinical SAS programmer with a prestigious pharma giant.| Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products.| Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.",,,24999,INR,25,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,"This was an excellent course. Meticulously planned for a beginner with no much knowledge on SAS. However basic programming logic or knowledge is highly useful. This course has benefited me a lot.| This course offers a solid foundation to anyone who is interested in beginning to use SAS. I have found the demos, activities and practices to be fairly easy yet still required me to use my brain.",,,What is advanced SAS?| How do I become a SAS programmer?| Is SAS hard to learn?| How can I learn Clinical SAS programming from zero?| How many days will it take to learn SAS?| What is the salary of a Clinical SAS Programmer?| How much does SAS training cost? | How do you get SAS global certification?| What are the skills required for SAS programmers?| Is coding required for SAS?,"SAS stands for Statistical Analysis Software. It was developed by |The first and the foremost thing that the employers want from the candidates is to have completed a degree program in statistics or bachelor’s degree in computer science at least. |SAS is one of the most popular programming languages which has been there for a while. It is used to resolve a broad range of analytical problems which makes it in-demand but also adds to its complexity. SAS has many different varieties of tools to offer which differ in ease of learning and mastering. |There is |Learning SAS solely depends on an individual’s capacity and willingness to acquire knowledge. If the candidate has all the prerequisites fulfilled like having a knowledge of statistics, a degree in computer science. In addition to knowledge of calculus, linear algebra and computer programming they can learn |According to a survey performed by MONEY and |There are many institutes in the market providing SAS training but many of them don’t provide quality education. DataTrained presents you the opportunity to enroll in India’s Best SAS Programming Beginner to Advanced course with a nominal fee. |DataTrained provides India’s Best SAS Beginner to Advanced course. Our Students get an industry recognized Certificate of Completion which can be |We have formed a list below based on most vital skills for a SAS programmer. It is ranked based on the percentage of times they appear on a resume of a SAS programmer. Let’s have a look at top 5 skills:-|A Statistical Analysis Software aspirant is not required to have any prior knowledge of programming. SAS is easy to learn as it has a simple graphic user interface. It is very easy to pick up as our tutors at DataTrained teach students the basics of every bit. "
https://www.datatrained.com/deep-natural-language-processing-in-python,Deep Natural Language Processing (Deep NLP),"Want to know how Siri, Alexa works? You too can build such systems with Deep NLP course.","<p>With the increased amount of data publicly available and the increased focus on unstructured text data, understanding how to clean, process, and analyze that text data is tremendously valuable. If you have some experience with Python and an interest in natural language processing (NLP), this course can provide you with the knowledge you need to tackle complex problems using machine learning.</p>",https://www.datatrained.com/images/courses/thumbnails/48.png,CHIDRI PRAJWAL| Dr. Deepika Sharma| Shankargouda Tegginmani| Shankargouda Tegginmani| Shankargouda Tegginmani| Shankargouda Tegginmani," Data Scientist, Accenture|  Data Scientist, Accenture|  Data Scientist, Accenture",https://www.datatrained.com/images/free-course/chidri-prajwal.jpg| https://www.datatrained.com/images/courses/datascience/Deepika.jpg| https://www.datatrained.com/images/courses/datascience/shankargouda.jpg,"Enthusiastic and driven Business Analyst with proven track record of understanding and translating technical requirements to improve system accuracy and reliability.| Dr. Deepika Sharma has been associated with academics /corporate education for more than 14 years. She has a deep passion in the field of Artificial Intelligence, Data Science, and Machine Learning.| Shankar is a data Scientist with 14 Years of Experience. His current employment is with Accenture and has experience in telecom, healthcare, finance and banking products.",,,19999,INR,10,Hours,,,,4.5| 4.5,Abhay| Raj,https://www.datatrained.com/images/free-course/user.png| https://www.datatrained.com/images/free-course/user.png,"The explanation is very clear. Using simple illustrations like stars, buckets, etc makes the course more understandable.| Absolutely loving how comprehensive and well taught this course is. It's the only course I've found that actually teaches you the core grammatical foundation of NLP which helps so much in making you understand more complicated NLP work! Great course!",,,,
